              0       0.139967          30000           4199
              3      0.0794333          30000           2383
              6      0.0378333          30000           1135
              9      0.0151333          30000            454
             11     0.00816667          30000            245
             13     0.00393333          30000            118
             15     0.00173333          30000             52
